image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
2361646,a train with a name and a window; dirt is beside the train,7,4,3,0,1,"['a train with a sign and a window; dirt is beside the train', 'a train with a name and a window; horn is beside the train', 'a shuttle with a name and a window; dirt is beside the train', 'a train with a name and a fender; dirt is beside the train', 'a sedan with a name and a window; dirt is beside the train']",1.0,0.0,449.0,329.0
2361648,"a conductor inside a steam engine train stopped at a station, with a platform",7,4,3,0,1,"['a conductor over a steam engine train stopped at a station, with a platform', 'a conductor inside a steam engine train stopped at a level, with a platform', 'a conductor inside a steam engine train stopped under a station, with a platform', 'a cartoonist inside a steam engine train stopped at a station, with a platform', 'a conductor inside a steam engine train stopped at a station, with a back']",73.0,193.0,290.0,291.0
2361658,red letter on shirt. baseball players has head.,7,4,2,1,2,"['red plate on shirt. baseball players has head.', 'red letter on shirt. baseball players has hair.', 'green letter on shirt. baseball players has head.', 'red cast on shirt. baseball players has head.', 'black letter on shirt. baseball players has head.']",1.0,24.0,348.0,306.0
2361688,artwork on a wall and another artwork on a different wall,7,4,2,1,2,"['artwork on a bar and another artwork on a different wall', 'picture on a wall and another artwork on a different wall', 'mark on a wall and another artwork on a different wall', 'artwork on a box and another artwork on a different wall', 'artwork across a wall and another artwork on a different wall']",0.0,0.0,500.0,357.0
2361698,a man with a head and brown hair wearing a jacket,7,4,2,1,2,"['a man with a head and brown plumage wearing a jacket', 'a man with a head and brown skin wearing a jacket', 'a woman with a head and brown hair wearing a jacket', 'a man with a head and black hair wearing a jacket', 'a man with a chest and brown hair wearing a jacket']",122.0,62.0,211.0,256.0
2361709,an elephant with its trunk and a left tusk,7,4,2,1,2,"['an elephant with its trunk and a left down', 'an elephant with its trunk and a right tusk', 'an elephant with its cane and a left tusk', 'an bear with its trunk and a left tusk', 'an elephant with its trunk and a arrive tusk']",4.0,5.0,425.0,369.0
2361756,pizza with zucchini and red peppers on top of it,7,4,2,1,2,"['pizza with zucchini and red peppers across top of it', 'dessert with zucchini and red peppers on top of it', 'cake with zucchini and red peppers on top of it', 'pizza with zucchini and blue peppers on top of it', 'pizza with zucchini and red peppers inside top of it']",39.0,134.0,408.0,357.0
2359300,an airplane with a tail and a logo flying in the sky,7,4,3,0,1,"['an chopper with a tail and a logo flying in the sky', 'an airplane with a tail and a logo flynearg in the sky', 'an airplane with a horn and a logo flying in the sky', 'an airplane with a tail and a logo flying in the helium', 'an helicopter with a tail and a logo flying in the sky']",0.0,0.0,499.0,331.0
2359314,a man on the phone with a nose and a jacket with a part,7,5,2,0,3,"['a man inside the phone with a nose and a jacket with a part', 'a man on the phone with a nose and a jacket with a field', 'a man on the phone with a nose and a domino with a part', 'a man on the counter with a nose and a jacket with a part', 'a man under the phone with a nose and a jacket with a part']",137.0,94.0,173.0,238.0
2359317,"a mug, a plate, and a cup on a table",7,4,3,0,1,"['a mug, a plate, and a glass on a table', 'a mug, a plate, and a cup across a table', 'a cup, a plate, and a cup on a table', 'a mug, a plate, and a cup on a line', 'a mug, a plate, and a plate on a table']",1.0,0.0,497.0,279.0
2359321,person with an orange shirt and a knife on their arm,7,4,2,1,2,"['persbelow with an orange shirt and a knife on their arm', 'person with an orange shirt and a ax on their arm', 'person with an orange hat and a knife on their arm', 'person with an orange shirt and a knife on their leg', 'person with an orange shirt and a razor on their arm']",20.0,5.0,317.0,327.0
2359324,a player wearing a shirt with a logo and holding a ball,7,4,3,0,2,"['a woman wearing a shirt with a logo and holding a ball', 'a player wearing a shirt with a tag and holding a ball', 'a kid wearing a shirt with a logo and holding a ball', 'a player wearing a shirt with a logo and holding a jack', 'a player wearing a hat with a logo and holding a ball']",147.0,102.0,225.0,206.0
2359331,a boy standing with another boy in a field; another boy is in the field,7,4,3,0,1,"['a boy standnearg with another boy in a field; another boy is in the field', 'a player standing with another boy in a field; another boy is in the field', 'a boy standing with another boy in a park; another boy is in the field', 'a boy standaboveg with another boy in a field; another boy is in the field', 'a boy standing with another boy in a square; another boy is in the field']",9.0,115.0,473.0,255.0
2359333,"headphones, charger, and pen on a sofa",7,4,3,0,1,"['headphacrosses, charger, and pen on a sofa', 'headphones, charger, and pen on a bench', 'headphbelowes, charger, and pen on a sofa', 'microphone, charger, and pen on a sofa', 'headphones, charger, and pen on a counter']",0.0,1.0,500.0,373.0
2359334,"a cat with a nose, leg, and in a bowl",7,4,3,0,1,"['a cat with a nose, leg, and in a carriage', 'a dog with a nose, leg, and in a bowl', 'a cat with a nose, leg, and around a bowl', 'a wolf with a nose, leg, and in a bowl', 'a cat with a nose, thigh, and in a bowl']",25.0,23.0,355.0,341.0
2359336,"a batter holding a bat, wearing a helmet, and with a baseball and glove",7,5,2,0,3,"['a stockter holding a bat, wearing a helmet, and with a baseball and glove', 'a guard holding a bat, wearing a helmet, and with a baseball and glove', 'a doeter holding a bat, wearing a helmet, and with a baseball and glove', 'a batter holding a bat, wearing a helmet, and with a soccer and glove', 'a pitcher holding a bat, wearing a helmet, and with a baseball and glove']",18.0,81.0,370.0,253.0
2359349,"cake on a plate with words on it, on the floor",7,4,3,0,1,"['cake on a third with words on it, on the floor', 'cake on a plate with line on it, on the floor', 'cake below a plate with words on it, on the floor', 'plate on a plate with words on it, on the floor', 'cake on a plate with words on it, on the reverse']",1.0,1.0,373.0,497.0
2359351,a cat with paws near a faucet with water streaming from it,7,4,3,0,1,"['a cat with paws near a faucet with oxygen streaming from it', 'a cat with paws under a faucet with water streaming from it', 'a cat with paws near a faucet with air streaming from it', 'a cat with paws near a draft with water streaming from it', 'a cat with paws at a faucet with water streaming from it']",178.0,54.0,321.0,304.0
2359366,three trees across a street,7,4,3,0,1,"['three trees across a bypass', 'three trees on a street', 'three clovers across a street', 'three trees across a trail', 'three trees near a street']",134.0,9.0,363.0,291.0
2359367,a car in a building with a floor and window,7,4,3,0,1,"['a car in a building with a platform and window', 'a car in a building with a floor and case', 'a truck in a building with a floor and window', 'a car by a building with a floor and window', 'a car in a station with a floor and window']",6.0,0.0,490.0,372.0
2359368,a man holding a phone with a cupboard and a bottle behind him,7,4,3,0,1,"['a girl holding a phone with a cupboard and a bottle behind him', 'a man holding a counter with a cupboard and a bottle behind him', 'a man holding a phacrosse with a cupboard and a bottle behind him', 'a woman holding a phone with a cupboard and a bottle behind him', 'a man holding a phbelowe with a cupboard and a bottle behind him']",99.0,49.0,364.0,283.0
2359387,"a bus with a window and a laptop, and the reflections of the bus and laptop on the glass",7,4,3,0,1,"['a bus with a window and a laptop, and the reflections of the bus and laptop on the gas', 'a bus with a frame and a laptop, and the reflections of the bus and laptop on the glass', 'a train with a window and a laptop, and the reflections of the bus and laptop on the glass', 'a bus with a chassis and a laptop, and the reflections of the bus and laptop on the glass', 'a craft with a window and a laptop, and the reflections of the bus and laptop on the glass']",0.0,0.0,500.0,374.0
2359390,a giraffe with a line and color near a person,7,4,3,0,1,"['a giraffe with a line and color near a piece', 'a boar with a line and color near a person', 'a giraffe with a line and color on a person', 'a giraffe with a line and color by a person', 'a giraffe with a line and color near a persunder']",0.0,78.0,291.0,344.0
2359399,a bench between two boxes and a bush behind the bench,7,5,2,0,3,"['a bench between two bankes and a bush behind the bench', 'a bench between two boxes and a dock behind the bench', 'a sofa between two boxes and a bush behind the bench', 'a bench between two boxes and a tomato behind the bench', 'a bench between two bares and a bush behind the bench']",24.0,95.0,474.0,238.0
2359403,the airport has lights and another lights above it; there is a building near the airport,7,4,3,0,1,"['the airport has lights and another lights on it; there is a building near the airport', 'the track has lights and another lights above it; there is a building near the airport', 'the airport has lights and another lights above it; there is a building at the airport', 'the airport has lights and another lights above it; there is a building in the airport', 'the airport has dark and another lights above it; there is a building near the airport']",4.0,0.0,488.0,295.0
2359411,a lady with hair and glasses wearing a cardigan and watch,7,5,2,0,3,"['a lady with skin and glasses wearing a cardigan and watch', 'a guy with hair and glasses wearing a cardigan and watch', 'a lady with hair and glasses wearing a cardigan and ruler', 'a lady with hair and glasses wearing a cloak and watch', 'a lady with hair and glasses wearing a cardigan and timer']",171.0,46.0,328.0,300.0
2359416,"a plate with an orange and another orange on it, filled with food",7,4,3,0,1,"['a plate with an bartlett and another orange on it, filled with food', 'a plate with an orange and another orange on it, filled with powder', 'a plate with an orange and another orange below it, filled with food', 'a plate with an orange and another orange on it, filled with stuff', 'a plate with an strawberry and another orange on it, filled with food']",15.0,92.0,354.0,257.0
2359457,"the surface under the characters, the eggs on the characters, and the fork under the characters",7,4,3,0,1,"['the surface on the characters, the eggs on the characters, and the fork under the characters', 'the surface under the characters, the eggs inside the characters, and the fork under the characters', 'the surface under the dream, the eggs on the characters, and the fork under the characters', 'the surface in the characters, the eggs on the characters, and the fork under the characters', 'the surface under the characters, the grain on the characters, and the fork under the characters']",0.0,0.0,500.0,500.0
2359459,table against wall with picture and candle in front of wall,7,4,3,0,1,"['table against wall with picture and torch in front of wall', 'table against wall with picture and candle in frundert of wall', 'table against hall with picture and candle in front of wall', 'table against room with picture and candle in front of wall', 'table against wall with picture and flash in front of wall']",2.0,0.0,329.0,491.0
2359473,a cat lying on grass in front of a fence with the sun behind it,7,4,3,0,1,"['a cat lying on grass in front of a railing with the sun behind it', 'a wolf lying on grass in front of a fence with the sun behind it', 'a cat lying on grass in front of a dam with the sun behind it', 'a cat lying inside grass in front of a fence with the sun behind it', 'a cat lying on cabbage in front of a fence with the sun behind it']",0.0,16.0,375.0,483.0
2359480,a pen with a clip and cap; the pen is near a cell phone,7,4,3,0,1,"['a staff with a clip and cap; the pen is near a cell phone', 'a pen with a clip and collar; the pen is near a cell phone', 'a pen with a clip and cap; the pen is inside a cell phone', 'a pen with a gun and cap; the pen is near a cell phone', 'a pen with a clip and cap; the pen is near a cell phinsidee']",114.0,18.0,335.0,244.0
2359489,a girl wearing a hat with an eye and nose,7,4,3,0,1,"['a figure wearing a hat with an eye and nose', 'a girl wearing a cap with an eye and nose', 'a guy wearing a hat with an eye and nose', 'a girl wearing a hat with an button and nose', 'a girl wearing a hat with an stomach and nose']",89.0,35.0,159.0,316.0
2359501,a photo with a hat and an emblem; the hat has a logo,7,4,3,0,1,"['a photo with a hat and an garland; the hat has a logo', 'a photo with a hat and an emblem; the hat has a tag', 'a photo with a hat and an emblem; the hat has a ticket', 'a photo with a helmet and an emblem; the hat has a logo', 'a photo with a jumper and an emblem; the hat has a logo']",1.0,1.0,364.0,498.0
2359518,"a man with hair and twins on him, wearing pants",7,4,3,0,1,"['a man with plumage and twins on him, wearing pants', 'a man with hair and twins on him, wearing thong', 'a man with hair and ice on him, wearing pants', 'a man with hair and twins across him, wearing pants', 'a man with hair and twins on him, wearing stays']",205.0,97.0,292.0,235.0
2359527,a plate with food and noodles on another plate,7,5,2,0,3,"['a plate with food and cereal on another plate', 'a plate with jelly and noodles on another plate', 'a plate with gas and noodles on another plate', 'a plate with food and noodles under another plate', 'a plate with food and sausage on another plate']",16.0,2.0,435.0,389.0
2359537,animals on a merry go round with a bull's head on the merry go round; the bull's head has a horn,7,4,3,0,1,"[""animals on a merry go round with a bull's head on the merry go round; the bull's head has a jack"", ""animals on a merry go round with a bull's head on the merry go round; the bull's head has a line"", ""animals under a merry go round with a bull's head on the merry go round; the bull's head has a horn"", ""cross on a merry go round with a bull's head on the merry go round; the bull's head has a horn"", ""person on a merry go round with a bull's head on the merry go round; the bull's head has a horn""]",11.0,2.0,488.0,373.0
2359541,a woman with a strap and a buckle with freckles,7,4,3,0,1,"['a woman with a strap and a tie with freckles', 'a woman with a pencil and a buckle with freckles', 'a catch with a strap and a buckle with freckles', 'a woman with a strap and a dog with freckles', 'a star with a strap and a buckle with freckles']",1.0,35.0,330.0,464.0
2359549,an animal with a horn and an eye in the sky,7,4,3,0,1,"['an animal with a horn and an penis in the sky', 'an soul with a horn and an eye in the sky', 'an animal with a horn and an eye in the helium', 'an animal with a whistle and an eye in the sky', 'an dwarf with a horn and an eye in the sky']",35.0,13.0,309.0,179.0
2359551,men in the street and one man in a blue helmet,7,4,2,1,2,"['men in the street and one driver in a blue helmet', 'men by the street and one man in a blue helmet', 'men in the street and one man in a blue palette', 'men in the expressway and one man in a blue helmet', 'men in the street and one man in a black helmet']",54.0,8.0,445.0,324.0
2359557,a lion with an ear and two girls sitting on it by a tower,7,4,3,0,1,"['a lion with an ear and two girls sitting on it near a tower', 'a lion with an ear and two son sitting on it by a tower', 'a panther with an ear and two girls sitting on it by a tower', 'a lion with an ear and two girls sitting on it in a tower', 'a lion with an liver and two girls sitting on it by a tower']",124.0,17.0,370.0,481.0
2359558,a bird with a tail and leg standing on wood,7,4,3,0,1,"['a bird with a neck and leg standing on wood', 'a bird with a tongue and leg standing on wood', 'a mammal with a tail and leg standing on wood', 'a bird with a tail and leg standing on cardboard', 'a bird with a tail and forearm standing on wood']",82.0,95.0,388.0,233.0
2359559,"a building with a pillar, stone wall, and placard",7,4,3,0,1,"['a cross with a pillar, stone wall, and placard', 'a building with a yin, stone wall, and placard', 'a building with a yang, stone wall, and placard', 'a building with a pillar, stundere wall, and placard', 'a building with a pillar, stone wall, and record']",0.0,51.0,332.0,447.0
2359560,person sitting at table with an elbow and shadow,7,4,3,0,1,"['person standing at table with an elbow and shadow', 'persacross sitting at table with an elbow and shadow', 'persinside sitting at table with an elbow and shadow', 'wall sitting at table with an elbow and shadow', 'person stand at table with an elbow and shadow']",20.0,7.0,355.0,208.0
2359576,"a girl with jeans, a shirt, and hair on the pavement",7,5,2,0,3,"['a girl with jeans, a sweater, and hair on the pavement', 'a girl with jeans, a shirt, and hair on the stand', 'a girl with bra, a shirt, and hair on the pavement', 'a girl with jeans, a shirt, and hair inside the pavement', 'a girl with jeans, a shirt, and hair on the top']",2.0,50.0,497.0,310.0
2359584,a man behind a wave with a surfboard coming out of the wave and a rim on the surfboard,7,4,3,0,1,"['a man behind a wave with a surfboard coming out of the wave and a bow on the surfboard', 'a man behind a wave with a surfboard coming out of the wave and a pencil on the surfboard', 'a man behind a sign with a surfboard coming out of the wave and a rim on the surfboard', 'a head behind a wave with a surfboard coming out of the wave and a rim on the surfboard', 'a man behind a wave with a surfboard coming out of the wave and a rim under the surfboard']",6.0,26.0,489.0,267.0
2359588,a woman walking down the road; a car is parked in the road with a license plate on the front,7,4,3,0,1,"['a woman walking down the porch; a car is parked in the road with a license plate on the front', 'a woman walking down the road; a truck is parked in the road with a license plate on the front', 'a woman walking up the road; a car is parked in the road with a license plate on the front', 'a woman walking down the path; a car is parked in the road with a license plate on the front', 'a woman walking upward the road; a car is parked in the road with a license plate on the front']",0.0,283.0,372.0,215.0
2359595,a boat with a logo and a chair on a river,7,4,3,0,1,"['a ship with a logo and a chair on a river', 'a boat with a logo and a stand on a river', 'a boat with a logo and a chair on a pool', 'a boat with a tag and a chair on a river', 'a boat with a logo and a chair on a reservoir']",2.0,2.0,495.0,371.0
2359614,a zebra with a hoof and a mane on the ground,7,4,3,0,1,"['a zebra with a paw and a mane on the ground', 'a zebra with a hoof and a pile on the ground', 'a mule with a hoof and a mane on the ground', 'a zebra with a hoof and a mane on the wall', 'a zebra with a hoof and a mane on the head']",1.0,0.0,497.0,329.0
2359616,a bowl of food with bread and a garnish,7,4,3,0,1,"['a bowl of glass with bread and a garnish', 'a packet of food with bread and a garnish', 'a bowl of food with milk and a garnish', 'a bowl of food with bread and a decor', 'a bowl of liquid with bread and a garnish']",6.0,1.0,384.0,289.0
2359617,"a cup with a handle and wheat motif, with a wheat stalk across the cup",7,4,3,0,1,"['a cup with a handle and wheat motif, with a wheat stalk in the cup', 'a cup with a handle and wheat motif, with a wheat stalk above the cup', 'a fork with a handle and wheat motif, with a wheat stalk across the cup', 'a cup with a bend and wheat motif, with a wheat stalk across the cup', 'a bowl with a handle and wheat motif, with a wheat stalk across the cup']",117.0,266.0,222.0,181.0
2359629,a lady wearing an apron with a banana in a basket,7,5,2,0,3,"['a lady wearoverg an apron with a banana in a basket', 'a cat wearing an apron with a banana in a basket', 'a lady wearnearg an apron with a banana in a basket', 'a lady wearing an apron with a potato in a basket', 'a guy wearing an apron with a banana in a basket']",81.0,34.0,299.0,245.0
2359658,a man with a mustache on an apple computer that is on a table,7,5,2,0,3,"['a man with a mustache on an apple leg that is on a table', 'a man with a mustache on an apple bar that is on a table', 'a woman with a mustache on an apple computer that is on a table', 'a man with a bang on an apple computer that is on a table', 'a man with a mustache on an apple computer that is on a spectrum']",16.0,95.0,473.0,269.0
2359695,light on the street with people walking and a car driving,7,4,3,0,1,"['ultraviolet on the street with people walking and a car driving', 'light under the street with people walking and a car driving', 'light on the expressway with people walking and a car driving', 'light on the motorway with people walking and a car driving', 'light below the street with people walking and a car driving']",0.0,94.0,497.0,272.0
2359696,a wave in water with another wave and bubbles,7,4,3,0,1,"['a head in water with another wave and bubbles', 'a wave in lime with another wave and bubbles', 'a song in water with another wave and bubbles', 'a wave in polish with another wave and bubbles', 'a wave by water with another wave and bubbles']",26.0,35.0,455.0,298.0
2359697,a baking pan with a dish that has a beet and another beet in it,7,4,3,0,1,"['a baking pan with a spoon that has a beet and another beet in it', 'a baking pan with a pot that has a beet and another beet in it', 'a bakoverg pan with a dish that has a beet and another beet in it', 'a baking pan with a dish that has a mustard and another beet in it', 'a baking pan with a dish that has a pea and another beet in it']",58.0,57.0,407.0,317.0
2359703,a house with a roof and a pole behind it; there is water behind the house,7,4,3,0,1,"['a house with a roof and a pole behind it; there is atmosphere behind the house', 'a house with a roof and a fork behind it; there is water behind the house', 'a house with a roof and a shaft behind it; there is water behind the house', 'a house with a mat and a pole behind it; there is water behind the house', 'a wall with a roof and a pole behind it; there is water behind the house']",1.0,104.0,499.0,271.0
2359713,three glasses on a table,7,4,3,0,1,"['three plastices on a table', 'three glasses under a table', 'three coales on a table', 'three glasses below a table', 'three glasses on a spectrum']",9.0,53.0,328.0,316.0
2359731,a kitchen with a window that has grain and a curtain,7,4,3,0,1,"['a hall with a window that has grain and a curtain', 'a kitchen with a window that has grain and a dish', 'a kitchen with a window that has string and a curtain', 'a kitchen with a frame that has grain and a curtain', 'a kitchen with a window that has grain and a box']",0.0,0.0,373.0,500.0
2359743,a panda with a head and nose on a bench,7,4,3,0,1,"['a panda with a head and nose across a bench', 'a panda with a face and nose on a bench', 'a panda with a head and nose on a counter', 'a panda with a head and nose inside a bench', 'a panda with a head and nose on a box']",0.0,51.0,499.0,323.0
2359752,a hill with snow and a forest in the background,7,4,3,0,1,"['a mountain with snow and a forest in the background', 'a hill with snow and a forest near the background', 'a ridge with snow and a forest in the background', 'a hill with snow and a garden in the background', 'a hill with snow and a forest across the background']",0.0,2.0,500.0,277.0
2359758,a hydrant on a sidewalk with newspapers near it and a tree beside it,7,4,3,0,1,"['a hydrant on a sidewalk with newspapers over it and a tree beside it', 'a toilet on a sidewalk with newspapers near it and a tree beside it', 'a hydrant on a sidewalk with tabloid near it and a tree beside it', 'a hydrant on a sidewalk with newspapers near it and a dock beside it', 'a hydrant on a sidewalk with tab near it and a tree beside it']",0.0,1.0,498.0,314.0
2359758,tree with leaves and hydrant on sidewalk,7,4,2,1,2,"['tree with leaves and stool on sidewalk', 'tree with leaves and pot on sidewalk', 'tree with leaves and hydrant on alley', 'tree with stool and hydrant on sidewalk', 'tree with cup and hydrant on sidewalk']",0.0,1.0,498.0,314.0
2359760,a man putting on a tie with a hand and a hand,7,4,3,0,1,"['a client putting on a tie with a hand and a hand', 'a man putting on a coat with a hand and a hand', 'a man putting on a tie with a limb and a hand', 'a man putting on a bra with a hand and a hand', 'a man putting on a tie with a fin and a hand']",1.0,70.0,498.0,329.0
2359762,a bus with a sign that has words and a number on it,7,4,3,0,1,"['a shuttle with a sign that has words and a number on it', 'a bus with a sign that has words and a number inside it', 'a bus with a story that has words and a number on it', 'a bus with a sign that has charm and a number on it', 'a bus with a sign that has words and a number across it']",149.0,119.0,275.0,172.0
2359768,a man feeding a giraffe with spots; the giraffe is eating from the man's hand; there is a pole behind the man,7,4,3,0,1,"[""a child feeding a giraffe with spots; the giraffe is eating from the man's hand; there is a pole behind the man"", ""a girl feeding a giraffe with spots; the giraffe is eating from the man's hand; there is a pole behind the man"", ""a man feeding a boar with spots; the giraffe is eating from the man's hand; there is a pole behind the man"", ""a man feeding a giraffe with spots; the giraffe is eating from the man's hand; there is a staff behind the man"", ""a man feeding a giraffe with spots; the giraffe is eating from the man's hand; there is a club behind the man""]",11.0,0.0,472.0,372.0
2359770,"a kid balancing on a hydrant on the sidewalk, with a shoe and another hydrant behind the kid",7,5,2,0,3,"['a kid balancing on a hydrant on the alley, with a shoe and another hydrant behind the kid', 'a kid balancing on a hydrant on the sidewalk, with a cap and another hydrant behind the kid', 'a boy balancing on a hydrant on the sidewalk, with a shoe and another hydrant behind the kid', 'a kid balancing on a hydrant on the sidewalk, with a dashboard and another hydrant behind the kid', 'a man balancing on a hydrant on the sidewalk, with a shoe and another hydrant behind the kid']",47.0,0.0,299.0,331.0
2359785,a plane with a wing in the sky above hills,7,4,3,0,1,"['a plane with a wing in the sky at hills', 'a plane with a wing in the sky in hills', 'a plane with a wnearg in the sky above hills', 'a plane with a ball in the sky above hills', 'a plane with a waboveg in the sky above hills']",0.0,2.0,497.0,370.0
2359786,a bench at a park with legs holding it up and a van behind the bench,7,4,3,0,1,"['a bench around a park with legs holding it up and a van behind the bench', 'a desk at a park with legs holding it up and a van behind the bench', 'a bench at a center with legs holding it up and a van behind the bench', 'a bench at a bush with legs holding it up and a van behind the bench', 'a bench at a park with legs holding it up and a deco behind the bench']",62.0,7.0,434.0,275.0
2359808,a pole on a pavement near a building; cars are on the pavement,7,4,3,0,1,"['a pole on a pavement under a building; cars are on the pavement', 'a pole on a dock near a building; cars are on the pavement', 'a pole under a pavement near a building; cars are on the pavement', 'a marker on a pavement near a building; cars are on the pavement', 'a pole on a pavement near a building; motorcycle are on the pavement']",1.0,0.0,498.0,331.0
2359816,a man wearing a bracelet and holding a camera with water in front of him,7,4,3,0,1,"['a man wearing a strap and holding a camera with water in front of him', 'a man wearing a bracelet and holding a wheel with water in front of him', 'a girl wearing a bracelet and holding a camera with water in front of him', 'a man wearing a bracelet and holding a stick with water in front of him', 'a man wearing a bracelet and holding a camera with air in front of him']",1.0,0.0,498.0,331.0
2359817,"a building with a stain, block, and pole on it",7,4,3,0,1,"['a plate with a stain, block, and pole on it', 'a building with a stain, bed, and pole on it', 'a building with a stain, block, and pole below it', 'a building with a face, block, and pole on it', 'a building with a stain, block, and pole under it']",1.0,0.0,497.0,332.0
2359818,a bike with a fender and handle bars; there is a window nearby,7,4,3,0,1,"['a bike with a fender and handle bars; there is a grill nearby', 'a bike with a fender and handle bars; there is a window inby', 'a cat with a fender and handle bars; there is a window nearby', 'a bike with a fence and handle bars; there is a window nearby', 'a bike with a fender and handle bars; there is a window onby']",52.0,10.0,446.0,266.0
2359834,a sign near a traffic light and tower in a city,7,4,3,0,1,"['a story near a traffic light and tower in a city', 'a sign near a traffic light and tower in a commonwealth', 'a sign on a traffic light and tower in a city', 'a sign over a traffic light and tower in a city', 'a sign near a traffic light and tower below a city']",0.0,1.0,500.0,373.0
2359840,an advertisement on a train that is on tracks; the train has a window,7,4,3,0,1,"['an advertisement on a train that is on top; the train has a window', 'an advertisement on a bus that is on tracks; the train has a window', 'an advertisement on a local that is on tracks; the train has a window', 'an advertisement inside a train that is on tracks; the train has a window', 'an advertisement on a train that is on tracks; the train has a buffer']",19.0,17.0,313.0,428.0
2359843,"grass, dirt, and stones in a forest",7,4,3,0,1,"['grass, dirt, and stones in a bracket', 'grass, dirt, and stones above a forest', 'grass, dirt, and pavement in a forest', 'grass, wood, and stones in a forest', 'grass, straw, and stones in a forest']",2.0,107.0,496.0,320.0
2359856,"a car with a window on it, driving on tracks next to a street light",7,4,3,0,1,"['a tank with a window on it, driving on tracks next to a street light', 'a car with a window under it, driving on tracks next to a street light', 'a car with a window on it, driving on outside next to a street light', 'a car with a window below it, driving on tracks next to a street light', 'a car with a window on it, driving on parallel next to a street light']",28.0,97.0,294.0,197.0
2359859,trees near water with waves and ripples,7,4,3,0,1,"['trees near air with waves and ripples', 'trees near water with waves and fall', 'trees near water with sparkle and ripples', 'trees over water with waves and ripples', 'trees near soda with waves and ripples']",0.0,0.0,500.0,375.0
2359880,a chair with seats and another chair next to a toilet,7,5,2,0,3,"['a chair with balance and another chair next to a toilet', 'a chair with seats and another chair next to a door', 'a chair with clearance and another chair next to a toilet', 'a sofa with seats and another chair next to a toilet', 'a chair with seats and another chair next to a cage']",30.0,0.0,255.0,331.0
2359883,a phone on a table with a pillow on a bed in the background,7,5,2,0,3,"['a phone on a table with a pillow on a couch in the background', 'a phone on a table with a panel on a bed in the background', 'a phone on a line with a pillow on a bed in the background', 'a man on a table with a pillow on a bed in the background', 'a phone on a row with a pillow on a bed in the background']",0.0,0.0,498.0,373.0
2359884,a delivery truck with a license plate and a sticker on the bumper,7,4,3,0,1,"{'a delivery truck with a license plate and a sticker on the chest', 'a delivery truck with a license plate and a beard on the bumper', 'a delivery truck with a license plate and a sticker below the bumper', 'a delivery truck with a license plate and a sticker on the car', 'a delivery truck with a license plate and a sticker inside the bumper'}",43.0,0.0,332.0,191.0
2359889,a railing by the road with weeds and a hydrant near the road,7,4,3,0,1,"['a fencing by the road with weeds and a hydrant near the road', 'a railing by the road with weeds and a hydrant on the road', 'a railing by the road with apron and a hydrant near the road', 'a railing by the road with weeds and a hydrant over the road', 'a railing by the road with wash and a hydrant near the road']",0.0,184.0,372.0,314.0
2359893,a banner next to a fence and a slope with a snowboard on top,7,4,3,0,1,"['a banner next to a fence and a tent with a snowboard on top', 'a banner next to a rail and a slope with a snowboard on top', 'a banner next to a fence and a slope with a hawk on top', 'a banner next to a fence and a seat with a snowboard on top', 'a charge next to a fence and a slope with a snowboard on top']",0.0,0.0,332.0,499.0
2359895,"a tree with bark and grooves, and a bird on the bark; there is grass by the tree",7,5,2,0,3,"['a tree with bark and grooves, and a bird on the bark; there is grass under the tree', 'a tree with bark and slit, and a bird on the bark; there is grass by the tree', 'a tree with bark and grooves, and a bird on the bark; there is bamboo by the tree', 'a tree with bark and grooves, and a bird on the bark; there is violet by the tree', 'a tree with bark and grooves, and a bird on the bark; there is grass around the tree']",11.0,1.0,487.0,372.0
2359896,an animal with two ears and a spot,7,4,3,0,1,"['an dwarf with two ears and a spot', 'an animal with two peniss and a spot', 'an animal with two stomachs and a spot', 'an animal with two ears and a house', 'an person with two ears and a spot']",104.0,28.0,395.0,302.0
2359897,pavement with light shining on it and reflected light,7,4,3,0,1,"['pavement with dark shining on it and reflected light', 'pavement with carrier shining on it and reflected light', 'block with light shining on it and reflected light', 'pavement with heavy shining on it and reflected light', 'pavement with infrared shining on it and reflected light']",168.0,46.0,326.0,285.0
2359899,a man in a photograph with a face and stubble,7,4,3,0,1,"['a man in a film with a face and stubble', 'a man near a photograph with a face and stubble', 'a man in a photograph with a jaw and stubble', 'a woman in a photograph with a face and stubble', 'a kid in a photograph with a face and stubble']",32.0,56.0,290.0,441.0
2359913,a table with a vase of flowers and a carpet under the table,7,4,3,0,1,"['a line with a vase of flowers and a carpet under the table', 'a table with a vase of flowers and a seat under the table', 'a table with a jug of flowers and a carpet under the table', 'a table with a vase of flowers and a carpet over the table', 'a table with a vase of flowers and a mantle under the table']",0.0,45.0,333.0,453.0
2359919,a boy in a jacket with gloves and snow pants with a shadow,7,5,2,0,3,"['a kid in a jacket with gloves and snow pants with a shadow', 'a boy in a jacket with hoop and snow pants with a shadow', 'a boy in a wrap with gloves and snow pants with a shadow', 'a boy across a jacket with gloves and snow pants with a shadow', 'a boy over a jacket with gloves and snow pants with a shadow']",27.0,69.0,260.0,414.0
